sample_id,frame_id,source_path,annotation_path,unannotated_preview,review_status,reference_notes
C_val_07,C_125_FUJI_CNS04342,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04342.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_07_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_07_preview.jpg,模型目视参考计数,顶部边缘及茎部邻接个体尚不能可靠分开，不记录推测整数
C_val_08,C_125_FUJI_CNS04707,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS04707.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_08_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_08_preview.jpg,模型目视参考计数,左2密集重叠及飞行/株上归属不清；右1中部重叠
C_val_09,C_125_FUJI_CNS05071,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05071.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_09_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_09_preview.jpg,模型目视参考计数,全图及基部逐体计数，飞行虫体不纳入
C_val_10,C_125_FUJI_CNS05435,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05435.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_10_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_10_preview.jpg,模型目视参考计数,左1上部密集重叠；右侧逐体计数
C_val_11,C_125_FUJI_CNS05799,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS05799.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_11_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_11_preview.jpg,模型目视参考计数,左1中部和右1上部密集重叠，不能可靠给出整数
C_val_12,C_125_FUJI_CNS06163,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06163.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_12_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_12_preview.jpg,模型目视参考计数,左侧多个重叠簇；右侧逐体计数
C_val_13,C_125_FUJI_CNS06527,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06527.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_13_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_13_preview.jpg,模型目视参考计数,左3顶部重叠；右侧逐体计数，离株飞行候选排除
C_val_14,C_125_FUJI_CNS06891,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS06891.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_14_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_14_preview.jpg,模型目视参考计数,左3、左4基部重叠；右侧顶部截断归属未定
C_val_15,C_125_FUJI_CNS07255,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07255.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_15_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_15_preview.jpg,模型目视参考计数,左1基部重叠；右侧局部放大确认右1底部3只
C_val_16,C_125_FUJI_CNS07619,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07619.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_16_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_16_preview.jpg,模型目视参考计数,左1中部重叠；右侧逐体计数，离株飞行虫排除
C_val_17,C_125_FUJI_CNS07983,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS07983.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_17_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_17_preview.jpg,模型目视参考计数,左2密集重叠；右侧逐体计数，墙面虫不计入
C_val_18,C_125_FUJI_CNS08347,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS08347.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_18_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_18_preview.jpg,模型目视参考计数,左3密集重叠；右侧逐体计数
C_val_19,C_125_FUJI_CNS08711,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/125_FUJI/CNS08711.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_19_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_19_preview.jpg,模型目视参考计数,全图及基部逐体计数
C_val_20,C_126_FUJI_CNS00248,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00248.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_20_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_20_preview.jpg,模型目视参考计数,左1及左3基部重叠；右侧逐体计数
C_val_21,C_126_FUJI_CNS00612,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00612.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_21_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_21_preview.jpg,模型目视参考计数,左3基部密集重叠；右側逐体计数，离株飞行虫排除
C_val_22,C_126_FUJI_CNS00976,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS00976.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_22_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_22_preview.jpg,模型目视参考计数,左1基部密集重叠；右2基部两只局部放大确认
C_val_23,C_126_FUJI_CNS01341,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01341.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_23_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_23_preview.jpg,模型目视参考计数,左1中部、左4顶部存在重叠；右側逐体计数
C_val_24,C_126_FUJI_CNS01705,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS01705.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_24_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_24_preview.jpg,模型目视参考计数,全图及基部逐体计数；顶部可辨认的截断虫计入
C_val_25,C_126_FUJI_CNS02069,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02069.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_25_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_25_preview.jpg,模型目视参考计数,左1基部叠靠不能可靠分开；右侧逐体计数
C_val_26,C_126_FUJI_CNS02433,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02433.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_26_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_26_preview.jpg,模型目视参考计数,左侧基部重叠，右3近水面个体归属不确定
C_val_27,C_126_FUJI_CNS02797,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS02797.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_27_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_27_preview.jpg,模型目视参考计数,左3基部密集重叠；右侧逐体计数，底部横卧虫不计入
C_val_28,C_126_FUJI_CNS03161,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03161.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_28_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_28_preview.jpg,模型目视参考计数,全图及基部逐体计数，离株飞行虫排除
C_val_29,C_126_FUJI_CNS03532,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03532.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_29_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_29_preview.jpg,模型目视参考计数,整幅明显失焦，左右计数均留空
C_val_30,C_126_FUJI_CNS03889,/Volumes/FAFU 二次备份/2022-11-09   褐飞虱偏好性/2023-05-28  BPH33回补/126_FUJI/CNS03889.JPG,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/evidence/C_val_30_计数标注.jpg,/Volumes/115/Codex/取食偏好/analysis_results/褐飞虱偏好_20260916/qa/C_val_30_preview.jpg,模型目视参考计数,全图及基部逐体计数，边缘可辨认虫体计入
